year,n small,n medium,n large
2000,8041,4386,979
2001,7962,4415,1029
2002,7962,4433,1011
2003,7899,4461,1046
2004,7811,4487,1108
2005,7726,4515,1165
2006,7669,4536,1201
2007,7591,4556,1259
2008,7523,4543,1340
2009,7443,4586,1377
2010,7439,4589,1378
2011,7372,4590,1444
2012,7289,4588,1529
