year,n cattle,n beef,n dairy
2000,1862751,880924,565200
2001,1890805,899695,574483
2002,1887296,904699,565970
2003,1909336,924340,568369
2004,1940928,945921,578380
2005,1973877,968335,588915
2006,1998886,991772,590487
2007,2034555,1016328,601600
2008,2070610,1041483,612500
2009,2097677,1067813,613237
2010,2104305,1073466,614212
2011,2144004,1101369,626008
2012,2185852,1131370,637855
