year,n cattle,n beef,n dairy
2000,1888784,898188,573969
2001,1916619,916781,583211
2002,1911908,921293,573988
2003,1932083,940069,575387
2004,1960403,959280,584496
2005,1989629,979065,593937
2006,2009814,999054,594133
2007,2039448,1019400,603421
2008,2068230,1039330,612273
2009,2089753,1060048,613078
2010,2092283,1061544,614112
2011,2121843,1081995,623221
2012,2151450,1102935,631888
