year,n cattle,n beef,n dairy
2000,1798350,844836,537533
2001,1786648,839276,531719
2002,1749184,826948,506784
2003,1746841,830702,500809
2004,1753009,836050,501753
2005,1759313,841332,502938
2006,1758263,846711,496663
2007,1764915,851528,498653
2008,1775454,859002,501848
2009,1772605,863259,494932
2010,1751914,849791,487902
2011,1753055,851608,487420
2012,1760661,858142,488616
