year,n cattle,n beef,n dairy
2000,1692326,774324,503261
2001,1593750,709543,470566
2002,1489255,650432,425885
2003,1434050,619524,402098
2004,1398447,597435,388953
2005,1372765,581603,379390
2006,1343376,567787,364107
2007,1323938,556044,356659
2008,1302780,544521,347294
2009,1280518,535658,334116
2010,1242428,512190,319767
2011,1227776,503528,313977
2012,1221133,500221,310765
