year,n cattle,n beef,n dairy
2000,1863868,881747,565494
2001,1889908,898926,574355
2002,1886259,903288,566344
2003,1906046,920868,568551
2004,1934330,939908,577795
2005,1963314,959348,587339
2006,1984846,979385,588834
2007,2015210,999914,598669
2008,2045260,1020684,607949
2009,2066994,1041887,608480
2010,2071797,1045795,609375
2011,2102523,1067323,618573
2012,2133909,1089807,627475
