year,n cattle,n beef,n dairy
2000,1857082,876293,564162
2001,1937356,925094,595377
2002,1941494,938046,586563
2003,1999903,991783,591235
2004,2092332,1049511,625629
2005,2192177,1111801,662858
2006,2265514,1179265,668731
2007,2380822,1252789,710142
2008,2507000,1333339,755358
2009,2594949,1421281,755365
2010,2628550,1454875,755372
2011,2783061,1556820,807443
2012,2952452,1669076,864038
