year,n cattle,n beef,n dairy
2000,1857019,876204,564188
2001,1936855,924697,595283
2002,1940481,937211,586395
2003,1998350,990506,590969
2004,2089899,1047636,625099
2005,2188890,1109378,662035
2006,2261256,1176175,667604
2007,2374972,1248669,708484
2008,2499152,1327815,753142
2009,2585601,1414260,753146
2010,2617461,1446116,753150
2011,2768923,1545908,804358
2012,2934555,1655368,860028
