year,n small,n medium,n large
2000,8460,4168,778
2001,8865,3859,682
2002,9236,3580,590
2003,9472,3355,579
2004,9610,3196,600
2005,9702,3090,614
2006,9783,3008,615
2007,9883,2889,634
2008,9986,2778,642
2009,10095,2663,648
2010,10259,2560,587
2011,10343,2473,590
2012,10396,2403,607
