year,n cattle,n beef,n dairy
2000,1851799,872445,562727
2001,1886992,896966,573399
2002,1881058,902036,562395
2003,1907569,927119,563823
2004,1943783,952933,574223
2005,1981149,979499,585023
2006,2008704,1007032,585045
2007,2047914,1035282,596005
2008,2088480,1064556,607297
2009,2118595,1094654,607314
2010,2119813,1095810,607376
2011,2161255,1126009,618619
2012,2202918,1157070,629221
