year,n cattle,n beef,n dairy
2000,1862427,880655,565145
2001,1890306,899270,574409
2002,1886383,903941,565815
2003,1908183,923450,568106
2004,1939423,944812,577984
2005,1972003,966971,588405
2006,1996486,990103,589756
2007,2031503,1014217,600659
2008,2066831,1038969,611235
2009,2093447,1064836,611984
2010,2099359,1069749,612983
2011,2138378,1097223,624528
2012,2179445,1126759,636059
