year,n small,n medium,n large
2000,8441,4179,786
2001,8825,3878,703
2002,9169,3629,608
2003,9389,3421,596
2004,9518,3290,598
2005,9599,3196,611
2006,9680,3113,613
2007,9767,3005,634
2008,9879,2880,647
2009,9965,2800,641
2010,10089,2706,611
2011,10160,2635,611
2012,10217,2560,629
