year,n cattle,n beef,n dairy
2000,1797994,844807,537185
2001,1784730,838033,531006
2002,1745911,824581,505831
2003,1740920,826281,499258
2004,1744137,829418,499459
2005,1747023,832292,499627
2006,1743327,835220,493142
2007,1747644,838086,494720
2008,1754963,843076,497156
2009,1751250,845461,491215
2010,1733084,833285,485387
2011,1732540,833736,484553
2012,1736685,837703,484834
