year,n cattle,n beef,n dairy
2000,1862547,880742,565178
2001,1890505,899390,574488
2002,1886715,904184,565904
2003,1908555,923722,568206
2004,1939972,945211,578134
2005,1972767,967555,588585
2006,1997572,990969,589976
2007,2032925,1015432,600866
2008,2068627,1040554,611446
2009,2095596,1066790,612179
2010,2102108,1072335,613146
2011,2141209,1100016,624566
2012,2182439,1129828,635984
