year,n small,n medium,n large
2000,8438,4180,788
2001,8824,3878,704
2002,9159,3637,610
2003,9374,3437,595
2004,9505,3295,606
2005,9593,3196,617
2006,9670,3118,618
2007,9757,3012,637
2008,9868,2898,640
2009,9954,2818,634
2010,10062,2738,606
2011,10135,2672,599
2012,10178,2616,612
