year,n small,n medium,n large
2000,8016,4402,988
2001,7954,4421,1031
2002,7953,4439,1014
2003,7901,4449,1056
2004,7836,4462,1108
2005,7772,4470,1164
2006,7719,4475,1212
2007,7657,4476,1273
2008,7606,4447,1353
2009,7542,4471,1393
2010,7520,4477,1409
2011,7475,4446,1485
2012,7415,4434,1557
