year,n small,n medium,n large
2000,8189,4317,900
2001,8278,4220,908
2002,8401,4138,867
2003,8427,4082,897
2004,8442,4037,927
2005,8445,4000,961
2006,8467,3970,969
2007,8491,3906,1009
2008,8501,3849,1056
2009,8550,3780,1076
2010,8620,3727,1059
2011,8661,3668,1077
2012,8696,3601,1109
