year,n small,n medium,n large
2000,8445,4171,790
2001,8828,3874,704
2002,9162,3635,609
2003,9385,3424,597
2004,9519,3279,608
2005,9602,3186,618
2006,9672,3114,620
2007,9764,3006,636
2008,9870,2889,647
2009,9951,2804,651
2010,10074,2713,619
2011,10152,2636,618
2012,10205,2570,631
