year,n small,n medium,n large
2000,8181,4317,908
2001,8270,4224,912
2002,8371,4149,886
2003,8396,4096,914
2004,8417,4044,945
2005,8425,4001,980
2006,8443,3985,978
2007,8468,3924,1014
2008,8479,3878,1049
2009,8525,3820,1061
2010,8585,3775,1046
2011,8619,3718,1069
2012,8642,3672,1092
