year,n small,n medium,n large
2000,8011,4407,988
2001,7956,4420,1030
2002,7953,4438,1015
2003,7908,4443,1055
2004,7848,4456,1102
2005,7787,4467,1152
2006,7743,4473,1190
2007,7690,4469,1247
2008,7645,4449,1312
2009,7597,4462,1347
2010,7581,4469,1356
2011,7542,4454,1410
2012,7496,4441,1469
