year,n small,n medium,n large
2000,8187,4317,902
2001,8276,4223,907
2002,8397,4143,866
2003,8423,4088,895
2004,8438,4043,925
2005,8444,4005,957
2006,8464,3982,960
2007,8487,3916,1003
2008,8498,3859,1049
2009,8548,3791,1067
2010,8623,3731,1052
2011,8661,3675,1070
2012,8698,3599,1109
