year,n cattle,n beef,n dairy
2000,1857309,876350,564332
2001,1937355,924982,595495
2002,1941219,937695,586646
2003,1999208,991049,591281
2004,2090673,1048037,625480
2005,2189311,1109459,662402
2006,2261313,1175799,668064
2007,2374608,1247766,709076
2008,2497970,1326265,753591
2009,2583488,1411779,753595
2010,2614089,1442376,753599
2011,2763679,1540781,804364
2012,2927005,1648717,859287
