year,n small,n medium,n large
2000,8194,4313,899
2001,8278,4223,905
2002,8402,4143,861
2003,8429,4094,883
2004,8445,4059,902
2005,8453,4028,925
2006,8477,4002,927
2007,8504,3940,962
2008,8524,3885,997
2009,8562,3843,1001
2010,8623,3797,986
2011,8660,3740,1006
2012,8685,3686,1035
