year,n cattle,n beef,n dairy
2000,1862591,880746,565218
2001,1890593,899426,574540
2002,1887008,904246,566135
2003,1908967,923803,568537
2004,1940466,945327,578512
2005,1973344,967687,589030
2006,1998168,991029,590512
2007,2033595,1015435,601533
2008,2069214,1040393,612194
2009,2096059,1066491,612941
2010,2102291,1071713,613951
2011,2141619,1099350,625642
2012,2183044,1129101,637316
