year,n cattle,n beef,n dairy
2000,1862546,880690,565229
2001,1890551,899330,574594
2002,1886860,904056,566177
2003,1908824,923570,568627
2004,1940350,945046,578677
2005,1973192,967337,589228
2006,1997955,990527,590801
2007,2033169,1014730,601812
2008,2068617,1039507,612483
2009,2095283,1065406,613250
2010,2101170,1070293,614250
2011,2140040,1097592,625821
2012,2180878,1126862,637389
