year,n small,n medium,n large
2000,8458,4168,780
2001,8866,3856,684
2002,9234,3582,590
2003,9472,3356,578
2004,9609,3194,603
2005,9699,3096,611
2006,9777,3014,615
2007,9876,2894,636
2008,9986,2771,649
2009,10093,2654,659
2010,10256,2550,600
2011,10346,2457,603
2012,10401,2376,629
