year,n cattle,n beef,n dairy
2000,1857044,876227,564190
2001,1936946,924752,595323
2002,1940673,937316,586486
2003,1998466,990485,591110
2004,2090057,1047504,625406
2005,2188939,1109086,662413
2006,2261226,1175670,668116
2007,2375331,1248188,709366
2008,2499639,1327253,754233
2009,2585870,1413477,754240
2010,2617375,1444975,754247
2011,2768615,1544207,805799
2012,2934215,1653366,861740
