year,n small,n medium,n large
2000,8193,4314,899
2001,8279,4221,906
2002,8403,4145,858
2003,8435,4091,880
2004,8450,4053,903
2005,8455,4020,931
2006,8482,3990,934
2007,8501,3937,968
2008,8515,3889,1002
2009,8555,3843,1008
2010,8617,3795,994
2011,8650,3752,1004
2012,8688,3685,1033
