year,n small,n medium,n large
2000,8439,4180,787
2001,8821,3885,700
2002,9158,3640,608
2003,9375,3439,592
2004,9506,3298,602
2005,9584,3209,613
2006,9661,3135,610
2007,9749,3028,629
2008,9849,2920,637
2009,9941,2828,637
2010,10071,2731,604
2011,10154,2649,603
2012,10200,2588,618
