year,n small,n medium,n large
2000,8042,4386,978
2001,7962,4417,1027
2002,7961,4438,1007
2003,7900,4461,1045
2004,7811,4487,1108
2005,7723,4514,1169
2006,7663,4538,1205
2007,7580,4558,1268
2008,7502,4555,1349
2009,7422,4595,1389
2010,7418,4597,1391
2011,7350,4600,1456
2012,7276,4608,1522
