year,n small,n medium,n large
2000,8015,4402,989
2001,7962,4415,1029
2002,7958,4434,1014
2003,7906,4447,1053
2004,7845,4466,1095
2005,7789,4474,1143
2006,7748,4478,1180
2007,7699,4471,1236
2008,7655,4454,1297
2009,7606,4470,1330
2010,7595,4471,1340
2011,7550,4461,1395
2012,7502,4464,1440
