year,n small,n medium,n large
2000,8020,4401,985
2001,7966,4414,1026
2002,7969,4429,1008
2003,7930,4436,1040
2004,7872,4454,1080
2005,7819,4464,1123
2006,7785,4464,1157
2007,7734,4474,1198
2008,7698,4457,1251
2009,7644,4482,1280
2010,7634,4487,1285
2011,7596,4470,1340
2012,7554,4465,1387
