year,n small,n medium,n large
2000,8014,4397,995
2001,7957,4415,1034
2002,7955,4432,1019
2003,7907,4444,1055
2004,7845,4464,1097
2005,7788,4472,1146
2006,7740,4482,1184
2007,7692,4474,1240
2008,7648,4456,1302
2009,7606,4459,1341
2010,7596,4464,1346
2011,7552,4456,1398
2012,7500,4446,1460
