year,n small,n medium,n large
2000,8016,4399,991
2001,7958,4416,1032
2002,7954,4435,1017
2003,7903,4447,1056
2004,7841,4474,1091
2005,7783,4477,1146
2006,7736,4480,1190
2007,7683,4480,1243
2008,7645,4458,1303
2009,7600,4472,1334
2010,7591,4473,1342
2011,7556,4439,1411
2012,7516,4435,1455
