year,n small,n medium,n large
2000,8430,4178,798
2001,8806,3885,715
2002,9139,3639,628
2003,9353,3439,614
2004,9471,3303,632
2005,9546,3216,644
2006,9632,3131,643
2007,9727,3021,658
2008,9831,2916,659
2009,9920,2828,658
2010,10054,2729,623
2011,10125,2659,622
2012,10179,2592,635
