year,n small,n medium,n large
2000,8014,4403,989
2001,7954,4420,1032
2002,7949,4441,1016
2003,7898,4452,1056
2004,7830,4468,1108
2005,7763,4473,1170
2006,7711,4471,1224
2007,7650,4468,1288
2008,7601,4440,1365
2009,7542,4459,1405
2010,7521,4467,1418
2011,7466,4446,1494
2012,7406,4430,1570
