year,n small,n medium,n large
2000,8189,4318,899
2001,8276,4223,907
2002,8400,4140,866
2003,8425,4085,896
2004,8439,4040,927
2005,8444,3994,968
2006,8465,3968,973
2007,8489,3908,1009
2008,8498,3847,1061
2009,8544,3788,1074
2010,8617,3730,1059
2011,8660,3664,1082
2012,8693,3598,1115
