year,n cattle,n beef,n dairy
2000,1858776,877510,564639
2001,1932342,921986,593729
2002,1934852,933007,585218
2003,1986207,980301,589279
2004,2066559,1030055,619877
2005,2151785,1082811,652347
2006,2212026,1138577,656822
2007,2305272,1197456,691189
2008,2404686,1260348,727711
2009,2471149,1326803,727719
2010,2491461,1347046,727788
2011,2601718,1418732,766094
2012,2718276,1495006,806101
