year,n small,n medium,n large
2000,8012,4407,987
2001,7953,4422,1031
2002,7951,4441,1014
2003,7899,4455,1052
2004,7832,4469,1105
2005,7767,4471,1168
2006,7712,4479,1215
2007,7649,4483,1274
2008,7596,4461,1349
2009,7541,4476,1389
2010,7527,4478,1401
2011,7478,4450,1478
2012,7416,4442,1548
