year,n small,n medium,n large
2000,8022,4397,987
2001,7966,4412,1028
2002,7967,4429,1010
2003,7925,4444,1037
2004,7869,4459,1078
2005,7819,4469,1118
2006,7784,4470,1152
2007,7730,4477,1199
2008,7689,4463,1254
2009,7636,4487,1283
2010,7627,4491,1288
2011,7593,4474,1339
2012,7550,4471,1385
