year,n small,n medium,n large
2000,8443,4177,786
2001,8828,3877,701
2002,9170,3630,606
2003,9395,3416,595
2004,9515,3289,602
2005,9594,3203,609
2006,9678,3117,611
2007,9769,3011,626
2008,9877,2896,633
2009,9971,2809,626
2010,10093,2717,596
2011,10166,2647,593
2012,10233,2565,608
