year,n cattle,n beef,n dairy
2000,1798359,844807,537571
2001,1786708,839256,531799
2002,1749328,826922,506954
2003,1747086,830708,501048
2004,1753359,836095,502058
2005,1759781,841388,503350
2006,1759022,846826,497307
2007,1765810,851647,499429
2008,1776433,859168,502661
2009,1773554,863403,495737
2010,1753014,850048,488745
2011,1754243,851929,488287
2012,1761810,858659,489248
