year,n small,n medium,n large
2000,8033,4392,981
2001,7846,4462,1098
2002,7833,4488,1085
2003,7708,4511,1187
2004,7523,4541,1342
2005,7354,4554,1498
2006,7221,4572,1613
2007,7047,4559,1800
2008,6876,4534,1996
2009,6744,4531,2131
2010,6721,4516,2169
2011,6523,4461,2422
2012,6357,4385,2664
