year,n small,n medium,n large
2000,8181,4318,907
2001,8264,4231,911
2002,8367,4155,884
2003,8392,4109,905
2004,8416,4051,939
2005,8420,4014,972
2006,8435,4000,971
2007,8465,3933,1008
2008,8467,3891,1048
2009,8508,3840,1058
2010,8569,3789,1048
2011,8611,3728,1067
2012,8631,3687,1088
