year,n cattle,n beef,n dairy
2000,1888784,898188,573969
2001,1918065,917810,583628
2002,1916342,924227,575488
2003,1938623,944084,577912
2004,1968965,964610,587728
2005,2000616,985976,598013
2006,2024077,1007705,599745
2007,2056513,1029995,609891
2008,2088399,1052128,619644
2009,2112030,1074964,620439
2010,2117658,1079591,621440
2011,2149948,1101975,631346
2012,2182602,1125094,640881
