year,n small,n medium,n large
2000,8032,4393,981
2001,7849,4455,1102
2002,7833,4482,1091
2003,7698,4524,1184
2004,7519,4546,1341
2005,7366,4550,1490
2006,7238,4566,1602
2007,7066,4558,1782
2008,6894,4528,1984
2009,6754,4530,2122
2010,6721,4515,2170
2011,6517,4466,2423
2012,6332,4392,2682
