year,n small,n medium,n large
2000,8015,4403,988
2001,7954,4419,1033
2002,7951,4435,1020
2003,7896,4453,1057
2004,7830,4468,1108
2005,7767,4475,1164
2006,7718,4474,1214
2007,7659,4469,1278
2008,7607,4443,1356
2009,7547,4462,1397
2010,7527,4471,1408
2011,7475,4452,1479
2012,7418,4438,1550
