year,n small,n medium,n large
2000,8441,4181,784
2001,8829,3879,698
2002,9165,3636,605
2003,9378,3435,593
2004,9515,3288,603
2005,9602,3196,608
2006,9688,3110,608
2007,9772,3003,631
2008,9885,2880,641
2009,9974,2791,641
2010,10096,2699,611
2011,10178,2621,607
2012,10238,2547,621
