year,n cattle,n beef,n dairy
2000,1860924,879686,564611
2001,1885059,895611,572821
2002,1878368,897872,563869
2003,1895352,913716,565009
2004,1920636,930859,573150
2005,1946189,948095,581467
2006,1963800,965789,581384
2007,1990094,983829,589638
2008,2015921,1001793,597501
2009,2034932,1020188,598117
2010,2036648,1021091,598930
2011,2062786,1039119,607040
2012,2088935,1057589,614719
