year,n cattle,n beef,n dairy
2000,1802802,847582,539211
2001,1790965,841672,533594
2002,1762237,829847,516878
2003,1759223,832642,511186
2004,1764149,837092,511774
2005,1769410,841586,512686
2006,1767984,845946,507038
2007,1773642,850111,508661
2008,1782448,856473,511210
2009,1779588,860080,504898
2010,1762193,849024,498726
2011,1762675,850443,497947
2012,1767789,855156,498452
