year,n cattle,n beef,n dairy
2000,1692255,774244,503260
2001,1592902,709093,470158
2002,1487251,649342,424972
2003,1431025,617837,400763
2004,1394435,595235,387143
2005,1368577,579345,377464
2006,1339151,565551,362119
2007,1319178,553217,354743
2008,1297406,541268,345189
2009,1275496,532278,332496
2010,1237300,508843,317998
2011,1222222,500619,311343
2012,1215458,497995,307319
