year,n cattle,n beef,n dairy
2000,1857550,876459,564464
2001,1937952,925284,595784
2002,1942228,938253,587091
2003,2000588,991825,591879
2004,2092833,1049202,626458
2005,2192821,1111322,664018
2006,2266314,1178482,670351
2007,2381675,1251585,712257
2008,2507873,1331664,757985
2009,2595415,1419195,757996
2010,2628579,1452348,758007
2011,2782963,1553840,810430
2012,2951684,1665118,867365
