year,n cattle,n beef,n dairy
2000,1683085,767181,501311
2001,1578802,698311,467096
2002,1470095,636360,421107
2003,1412057,603618,396359
2004,1375282,580683,382906
2005,1348113,564076,372659
2006,1316731,549665,356013
2007,1296120,537074,348287
2008,1272544,524537,337561
2009,1246869,514801,321889
2010,1191141,482299,298992
2011,1175751,473550,292587
2012,1171065,472544,289049
