year,n small,n medium,n large
2000,8432,4181,793
2001,8810,3887,709
2002,9141,3642,623
2003,9358,3438,610
2004,9477,3305,624
2005,9562,3206,638
2006,9636,3130,640
2007,9732,3017,657
2008,9837,2899,670
2009,9926,2810,670
2010,10054,2714,638
2011,10143,2621,642
2012,10195,2562,649
