year,n cattle,n beef,n dairy
2000,1860995,879742,564626
2001,1885113,895668,572818
2002,1878213,897846,563740
2003,1895340,913845,564868
2004,1920920,931217,573076
2005,1946953,948845,581481
2006,1964905,966911,581367
2007,1991832,985355,589850
2008,2018327,1003766,597934
2009,2037728,1022534,598567
2010,2039463,1023454,599382
2011,2066462,1042144,607691
2012,2093799,1061688,615484
