year,n small,n medium,n large
2000,8027,4393,986
2001,7858,4448,1100
2002,7846,4467,1093
2003,7732,4498,1176
2004,7564,4532,1310
2005,7439,4516,1451
2006,7326,4535,1545
2007,7169,4548,1689
2008,7021,4543,1842
2009,6924,4543,1939
2010,6898,4538,1970
2011,6763,4479,2164
2012,6629,4403,2374
