year,n small,n medium,n large
2000,8182,4317,907
2001,8266,4227,913
2002,8366,4158,882
2003,8393,4107,906
2004,8417,4048,941
2005,8422,4008,976
2006,8440,3996,970
2007,8469,3930,1007
2008,8487,3872,1047
2009,8533,3807,1066
2010,8592,3761,1053
2011,8623,3709,1074
2012,8652,3651,1103
