year,n small,n medium,n large
2000,8021,4400,985
2001,7965,4414,1027
2002,7968,4429,1009
2003,7927,4438,1041
2004,7868,4455,1083
2005,7819,4461,1126
2006,7781,4465,1160
2007,7730,4467,1209
2008,7690,4446,1270
2009,7636,4470,1300
2010,7627,4473,1306
2011,7588,4463,1355
2012,7550,4450,1406
