year,n small,n medium,n large
2000,8015,4401,990
2001,7955,4420,1031
2002,7953,4438,1015
2003,7903,4448,1055
2004,7836,4467,1103
2005,7771,4477,1158
2006,7719,4485,1202
2007,7655,4483,1268
2008,7604,4458,1344
2009,7541,4476,1389
2010,7524,4478,1404
2011,7473,4457,1476
2012,7411,4441,1554
