year,n cattle,n beef,n dairy
2000,1802234,847388,538838
2001,1790348,841578,533074
2002,1761693,829817,516368
2003,1758708,832431,510886
2004,1763793,836696,511828
2005,1769072,840874,513082
2006,1767873,845245,507651
2007,1774034,849298,509884
2008,1783186,855550,512891
2009,1780748,859260,506898
2010,1764458,849203,500821
2011,1765600,850993,500320
2012,1770150,855117,500852
