year,n small,n medium,n large
2000,8459,4165,782
2001,8865,3852,689
2002,9235,3577,594
2003,9467,3355,584
2004,9600,3195,611
2005,9691,3094,621
2006,9772,3018,616
2007,9872,2896,638
2008,9988,2767,651
2009,10093,2655,658
2010,10249,2562,595
2011,10332,2476,598
2012,10387,2404,615
