year,n small,n medium,n large
2000,8034,4386,986
2001,7848,4450,1108
2002,7834,4470,1102
2003,7701,4507,1198
2004,7522,4541,1343
2005,7354,4549,1503
2006,7220,4570,1616
2007,7041,4567,1798
2008,6866,4536,2004
2009,6736,4517,2153
2010,6707,4513,2186
2011,6505,4461,2440
2012,6336,4385,2685
