year,n cattle,n beef,n dairy
2000,1692307,774222,503335
2001,1593298,709102,470542
2002,1488690,650167,425567
2003,1433587,619485,401650
2004,1398130,597741,388300
2005,1373077,582317,378960
2006,1343719,568707,363506
2007,1323452,556510,355702
2008,1301945,544849,346134
2009,1279417,535629,333060
2010,1241032,512222,318343
2011,1226651,503951,312432
2012,1220083,500975,308964
