year,n small,n medium,n large
2000,8179,4321,906
2001,8265,4228,913
2002,8367,4155,884
2003,8393,4107,906
2004,8411,4058,937
2005,8408,4029,969
2006,8421,4015,970
2007,8448,3954,1004
2008,8463,3897,1046
2009,8500,3846,1060
2010,8556,3804,1046
2011,8598,3742,1066
2012,8634,3682,1090
